id,database_key,optimization_key,query_key,iteration,start_time,end_time,execution_time,client_energy_consumed,server_energy_consumed,,,
1103,postgres,index,11,20,1719164817252,1719164817348,96,0,52814.648829,,,
1107,postgres,index,11,21,1719164821560,1719164821645,85,0,55160.4,,,
1111,postgres,index,11,22,1719164825876,1719164825968,92,0,40412.066445,,,
1116,postgres,index,11,23,1719164830200,1719164830287,87,0,50066.13289,,,
1121,postgres,index,11,24,1719164834521,1719164834614,93,0,41702.373333,,,
1124,postgres,index,11,25,1719164837235,1719164837319,84,594.734219,53580.18,,,
1129,postgres,index,11,26,1719164841551,1719164841642,91,0,41635.626667,,,
1131,postgres,index,11,27,1719164844257,1719164844345,88,0,50419.8,,,
1136,postgres,index,11,28,1719164848572,1719164848666,94,0,42722.07309,,,
1140,postgres,index,11,29,1719164852892,1719164852975,83,0,54424.29,,,
1036,postgres,index,11,3,1719164748623,1719164748715,92,628.803987,56746.345515,,,
1145,postgres,index,11,30,1719164857211,1719164857302,91,0,42241.093333,,,
1040,postgres,index,11,4,1719164752939,1719164753023,84,0,53263.44,,,
1045,postgres,index,11,5,1719164757260,1719164757356,96,0,50777.880399,,,
1049,postgres,index,11,6,1719164761585,1719164761671,86,0,52636.023179,,,
1052,postgres,index,11,7,1719164765913,1719164766004,91,0,40616.451827,,,
1057,postgres,index,11,8,1719164770229,1719164770316,87,0,53001.57,,,
1061,postgres,index,11,9,1719164774548,1719164774640,92,514.23588,44130.746667,,,
1147,postgres,index,12,1,1719164859916,1719164860342,426,0,51944.023256,,,
1183,postgres,index,12,10,1719164895594,1719164896013,419,0,751725.960443,,,
1187,postgres,index,12,11,1719164898304,1719164898723,419,0,773219.579271,,,
1191,postgres,index,12,12,1719164902626,1719164903048,422,0,764810.503333,,,
1196,postgres,index,12,13,1719164906952,1719164907371,419,0,756576.079149,,,
1202,postgres,index,12,14,1719164911269,1719164911688,419,0,756274.97,,,
1205,postgres,index,12,15,1719164913979,1719164914400,421,0,763278.640379,,,
1209,postgres,index,12,16,1719164918292,1719164918713,421,0,773889.55814,,,
1212,postgres,index,12,17,1719164920998,1719164921415,417,0,753404.847174,,,
1216,postgres,index,12,18,1719164925317,1719164925739,422,0,759256.721766,,,
1220,postgres,index,12,19,1719164929636,1719164930058,422,0,735486.706265,,,
1153,postgres,index,12,2,1719164864236,1719164864660,424,0,785288.323021,,,
1226,postgres,index,12,20,1719164933951,1719164934371,420,479.589404,752534.706667,,,
1230,postgres,index,12,21,1719164938263,1719164938682,419,0,734533.319701,,,
1234,postgres,index,12,22,1719164942576,1719164942998,422,0,765768.064376,,,
1237,postgres,index,12,23,1719164945288,1719164945711,423,478.409241,788623.426667,,,
1240,postgres,index,12,24,1719164949605,1719164950027,422,0,753185.697497,,,
1244,postgres,index,12,25,1719164953932,1719164954354,422,0,765226.485383,,,
1249,postgres,index,12,26,1719164958257,1719164958676,419,0,740509.277903,,,
1253,postgres,index,12,27,1719164962575,1719164962995,420,1044.89701,769900.967453,,,
1257,postgres,index,12,28,1719164966897,1719164967317,420,0,750462.076545,,,
1260,postgres,index,12,29,1719164971214,1719164971635,421,0,766336.025767,,,
1154,postgres,index,12,3,1719164866955,1719164867377,422,0,770804.5704,,,
1264,postgres,index,12,30,1719164975512,1719164975930,418,0,756434.437258,,,
1159,postgres,index,12,4,1719164871279,1719164871697,418,0,755470.27,,,
1163,postgres,index,12,5,1719164875594,1719164876010,416,583.787375,748056.183034,,,
1167,postgres,index,12,6,1719164878300,1719164878721,421,543.877888,795776.787375,,,
1171,postgres,index,12,7,1719164882619,1719164883039,420,0,774657.316923,,,
1176,postgres,index,12,8,1719164886939,1719164887360,421,0,752401.884214,,,
1180,postgres,index,12,9,1719164891267,1719164891686,419,0,759992.822813,,,
1268,postgres,index,13,1,1719164979836,1719164980242,406,0,761944.18835,,,
1300,postgres,index,13,10,1719165017100,1719165017503,403,0,1219823.116667,,,
1305,postgres,index,13,11,1719165021423,1719165021828,405,0,1218633.151868,,,
1308,postgres,index,13,12,1719165025738,1719165026139,401,0,1220771.370237,,,
1312,postgres,index,13,13,1719165030057,1719165030458,401,0,1188620.707841,,,
1317,postgres,index,13,14,1719165034377,1719165034779,402,0,1171675.75542,,,
1320,postgres,index,13,15,1719165038697,1719165039103,406,0,1200921.120797,,,
1324,postgres,index,13,16,1719165043014,1719165043412,398,0,1191108.093378,,,
1328,postgres,index,13,17,1719165047347,1719165047749,402,499.192053,1206679.657607,,,
1332,postgres,index,13,18,1719165051668,1719165052070,402,0,1213153.985216,,,
1336,postgres,index,13,19,1719165055988,1719165056391,403,0,1202418.853333,,,
1272,postgres,index,13,2,1719164984155,1719164984556,401,13112.521739,1212168.272425,,,
1341,postgres,index,13,20,1719165060307,1719165060733,426,0,1212444.949404,,,
1343,postgres,index,13,21,1719165064622,1719165065026,404,519.403974,1215966.888562,,,
1346,postgres,index,13,22,1719165067326,1719165067729,403,0,1228892.668322,,,
1350,postgres,index,13,23,1719165071642,1719165072044,402,5689.589404,1231298.919488,,,
1353,postgres,index,13,24,1719165075951,1719165076351,400,0,1215950.036789,,,
1357,postgres,index,13,25,1719165080277,1719165080698,421,0,1189975.864062,,,
1362,postgres,index,13,26,1719165084596,1719165085001,405,0,1256511.569536,,,
1365,postgres,index,13,27,1719165088919,1719165089322,403,0,1221715.25,,,
1369,postgres,index,13,28,1719165091627,1719165092031,404,0,1196818.315121,,,
1372,postgres,index,13,29,1719165095947,1719165096351,404,0,1195142.777409,,,
1275,postgres,index,13,3,1719164986866,1719164987268,402,0,1201699.345382,,,
1376,postgres,index,13,30,1719165100258,1719165100659,401,0,1201607.346822,,,
1278,postgres,index,13,4,1719164991198,1719164991602,404,0,1225372.508361,,,
1282,postgres,index,13,5,1719164995515,1719164995920,405,1539.303333,1225025.750397,,,
1285,postgres,index,13,6,1719164999834,1719165000233,399,0,1226311.358893,,,
1289,postgres,index,13,7,1719165004151,1719165004550,399,0,1205524.293333,,,
1293,postgres,index,13,8,1719165008467,1719165008871,404,0,1180546.101287,,,
1296,postgres,index,13,9,1719165012783,1719165013187,404,0,1206119.740581,,,
1379,postgres,index,14,1,1719165102959,1719165103096,137,539.413907,1199393.95,,,
1412,postgres,index,14,10,1719165141859,1719165141998,139,0,214500,,,
1415,postgres,index,14,11,1719165146191,1719165146351,160,4322.5,212257.069536,,,
1419,postgres,index,14,12,1719165150528,1719165150669,141,0,245314.9,,,
1424,postgres,index,14,13,1719165154845,1719165154984,139,0,229625.023256,,,
1428,postgres,index,14,14,1719165159159,1719165159289,130,721.066445,233423.866667,,,
1432,postgres,index,14,15,1719165163478,1719165163619,141,0,206988.675497,,,
1435,postgres,index,14,16,1719165167792,1719165167931,139,111708.415828,210618.830565,,,
1439,postgres,index,14,17,1719165172105,1719165172241,136,0,212914.820598,,,
1443,postgres,index,14,18,1719165176430,1719165176591,161,0,218914.471761,,,
1446,postgres,index,14,19,1719165179150,1719165179289,139,0,261919.255814,,,
1382,postgres,index,14,2,1719165107275,1719165107414,139,0,210022.236667,,,
1449,postgres,index,14,20,1719165183462,1719165183601,139,0,216072.827243,,,
1453,postgres,index,14,21,1719165187779,1719165187918,139,0,213957.861386,,,
1457,postgres,index,14,22,1719165192091,1719165192230,139,0,212988.631229,,,
1460,postgres,index,14,23,1719165196413,1719165196555,142,717.261589,235825.069767,,,
1464,postgres,index,14,24,1719165200721,1719165200859,138,1825.23309,231934.22,,,
1468,postgres,index,14,25,1719165205036,1719165205175,139,0,213186.30897,,,
1472,postgres,index,14,26,1719165209350,1719165209489,139,0,216502.13,,,
1475,postgres,index,14,27,1719165213675,1719165213813,138,0,229778.569536,,,
1479,postgres,index,14,28,1719165216386,1719165216524,138,0,214332.721854,,,
1483,postgres,index,14,29,1719165220715,1719165220853,138,0,216768.737542,,,
1386,postgres,index,14,3,1719165111602,1719165111744,142,0,213199.481728,,,
1487,postgres,index,14,30,1719165225028,1719165225167,139,0,196870.086379,,,
1389,postgres,index,14,4,1719165115926,1719165116064,138,0,210937.35,,,
1393,postgres,index,14,5,1719165120248,1719165120387,139,0,216369.043478,,,
1397,postgres,index,14,6,1719165124562,1719165124701,139,0,214580.478261,,,
1401,postgres,index,14,7,1719165128889,1719165129027,138,0,214301.168874,,,
1404,postgres,index,14,8,1719165133217,1719165133359,142,565.538206,232693.813953,,,
1408,postgres,index,14,9,1719165137534,1719165137672,138,0,231150.966667,,,
1490,postgres,index,15,1,1719165227733,1719165228241,508,0,216706.086957,,,
1521,postgres,index,15,10,1719165263404,1719165263911,507,0,1704631.274805,,,
1525,postgres,index,15,11,1719165267725,1719165268229,504,0,1688057.491163,,,
1529,postgres,index,15,12,1719165272041,1719165272547,506,0,1691257.823679,,,
1532,postgres,index,15,13,1719165274761,1719165275268,507,0,1687284.022645,,,
1536,postgres,index,15,14,1719165279078,1719165279584,506,0,1725861.333333,,,
1541,postgres,index,15,15,1719165283399,1719165283905,506,0,1715203.476744,,,
1545,postgres,index,15,16,1719165287713,1719165288219,506,0,1676288.183333,,,
1548,postgres,index,15,17,1719165292029,1719165292533,504,0,1723875.078334,,,
1554,postgres,index,15,18,1719165296350,1719165296880,530,0,1677625.566977,,,
1558,postgres,index,15,19,1719165300666,1719165301171,505,0,1631643.832792,,,
1494,postgres,index,15,2,1719165232047,1719165232552,505,0,1712524.888151,,,
1562,postgres,index,15,20,1719165304982,1719165305491,509,0,1691469.955366,,,
1565,postgres,index,15,21,1719165309304,1719165309809,505,0,1675506.656977,,,
1570,postgres,index,15,22,1719165313621,1719165314133,512,548.707641,1716225.051945,,,
1574,postgres,index,15,23,1719165317941,1719165318446,505,566.493377,1713817.8934,,,
1577,postgres,index,15,24,1719165322261,1719165322763,502,0,1686760.209302,,,
1581,postgres,index,15,25,1719165326577,1719165327080,503,0,1680539.433555,,,
1585,postgres,index,15,26,1719165329285,1719165329791,506,0,1691925.507559,,,
1589,postgres,index,15,27,1719165333602,1719165334109,507,1482.481728,1686048.147157,,,
1593,postgres,index,15,28,1719165337924,1719165338433,509,0,1714247.075801,,,
1597,postgres,index,15,29,1719165342237,1719165342740,503,0,1706593.88,,,
1497,postgres,index,15,3,1719165236373,1719165236902,529,0,1727407.83804,,,
1602,postgres,index,15,30,1719165346554,1719165347064,510,726.357616,1732911.257246,,,
1501,postgres,index,15,4,1719165240693,1719165241197,504,0,1691203.171069,,,
1505,postgres,index,15,5,1719165245011,1719165245514,503,0,1692478.475132,,,
1508,postgres,index,15,6,1719165249334,1719165249839,505,0,1688334.870751,,,
1512,postgres,index,15,7,1719165252041,1719165252547,506,0,1687096.97,,,
1515,postgres,index,15,8,1719165256370,1719165256877,507,0,1663339.48349,,,
1519,postgres,index,15,9,1719165260693,1719165261202,509,0,1717312.167767,,,
1606,postgres,index,16,1,1719165350881,1719165351065,184,0,1682368.908723,,,
1642,postgres,index,16,10,1719165388185,1719165388356,171,0,399105.215947,,,
1646,postgres,index,16,11,1719165392510,1719165392680,170,0,378535.44186,,,
1650,postgres,index,16,12,1719165396837,1719165397006,169,0,373410.453333,,,
1654,postgres,index,16,13,1719165401156,1719165401338,182,0,372880.425249,,,
1658,postgres,index,16,14,1719165405480,1719165405651,171,0,423118.524917,,,
1663,postgres,index,16,15,1719165409800,1719165409977,177,0,405317.923077,,,
1667,postgres,index,16,16,1719165414123,1719165414295,172,0,408262.711921,,,
1670,postgres,index,16,17,1719165418440,1719165418613,173,0,404107.056478,,,
1675,postgres,index,16,18,1719165422773,1719165422944,171,0,377733.386667,,,
1678,postgres,index,16,19,1719165427088,1719165427266,178,0,402707.521595,,,
1610,postgres,index,16,2,1719165353593,1719165353778,185,708.900332,443144.443709,,,
1683,postgres,index,16,20,1719165431424,1719165431605,181,0,388044.704319,,,
1688,postgres,index,16,21,1719165435740,1719165435910,170,0,423206.13289,,,
1692,postgres,index,16,22,1719165440065,1719165440236,171,0,373013.386667,,,
1696,postgres,index,16,23,1719165444382,1719165444554,172,0,374927.681063,,,
1700,postgres,index,16,24,1719165448700,1719165448877,177,0,403403.086667,,,
1705,postgres,index,16,25,1719165453013,1719165453183,170,0,411773.036667,,,
1709,postgres,index,16,26,1719165457330,1719165457501,171,667.936877,370399.413333,,,
1712,postgres,index,16,27,1719165461653,1719165461824,171,0,401300.243333,,,
1714,postgres,index,16,28,1719165464360,1719165464530,170,0,397257.133333,,,
1718,postgres,index,16,29,1719165468688,1719165468859,171,0,396540.531561,,,
1614,postgres,index,16,3,1719165357920,1719165358091,171,0,416275.554817,,,
1723,postgres,index,16,30,1719165473020,1719165473191,171,0,404561.75,,,
1618,postgres,index,16,4,1719165362250,1719165362427,177,0,354014.155629,,,
1622,postgres,index,16,5,1719165366572,1719165366747,175,0,411806.802013,,,
1626,postgres,index,16,6,1719165370879,1719165371049,170,0,384193.647841,,,
1630,postgres,index,16,7,1719165375204,1719165375381,177,1130.562914,408481.478405,,,
1634,postgres,index,16,8,1719165379525,1719165379695,170,0,435385.973422,,,
1637,postgres,index,16,9,1719165383861,1719165384032,171,0,397921.153333,,,
1726,postgres,index,17,1,1719165475725,1719165477380,1655,0,4389794.616534,,,
1766,postgres,index,17,10,1719165520395,1719165522055,1660,0,6049830.15389,,,
1769,postgres,index,17,11,1719165524106,1719165525757,1651,778.043189,5924095.394655,,,
1774,postgres,index,17,12,1719165529434,1719165531073,1639,0,5918997.59515,,,
1779,postgres,index,17,13,1719165534752,1719165536398,1646,0,5951325.288921,,,
1783,postgres,index,17,14,1719165540064,1719165541723,1659,0,5854970.14654,,,
1788,postgres,index,17,15,1719165545396,1719165547044,1648,0,5921195.376332,,,
1792,postgres,index,17,16,1719165550727,1719165552363,1636,0,6053492.431803,,,
1798,postgres,index,17,17,1719165556047,1719165557680,1633,0,5868750.660499,,,
1802,postgres,index,17,18,1719165561369,1719165563012,1643,0,5925802.505283,,,
1807,postgres,index,17,19,1719165566691,1719165568333,1642,90547.534884,6038021.427882,,,
1731,postgres,index,17,2,1719165481041,1719165482685,1644,718.428571,6016355.173798,,,
1812,postgres,index,17,20,1719165572017,1719165573659,1642,0,5934113.617149,,,
1815,postgres,index,17,21,1719165577337,1719165578983,1646,3221.426667,5923120.713276,,,
1820,postgres,index,17,22,1719165582666,1719165584314,1648,0,5932883.537141,,,
1826,postgres,index,17,23,1719165587987,1719165589632,1645,0,5960708.555888,,,
1831,postgres,index,17,24,1719165593299,1719165594946,1647,505.920266,5937574.920128,,,
1835,postgres,index,17,25,1719165598623,1719165600268,1645,0,5959434.5574,,,
1840,postgres,index,17,26,1719165602342,1719165603984,1642,502.427152,5911613.716846,,,
1845,postgres,index,17,27,1719165607656,1719165609295,1639,0,5923186.636548,,,
1851,postgres,index,17,28,1719165612976,1719165614621,1645,0,5974950.280679,,,
1855,postgres,index,17,29,1719165618294,1719165619941,1647,0,5991165.272897,,,
1736,postgres,index,17,3,1719165486366,1719165488015,1649,0,5914412.09987,,,
1860,postgres,index,17,30,1719165623604,1719165625256,1652,0,5893808.429889,,,
1740,postgres,index,17,4,1719165491683,1719165493337,1654,0,5934889.194015,,,
1745,postgres,index,17,5,1719165497001,1719165498652,1651,0,5902817.228419,,,
1749,postgres,index,17,6,1719165500708,1719165502359,1651,0,6020552.881839,,,
1753,postgres,index,17,7,1719165506035,1719165507676,1641,0,5954514.607341,,,
1756,postgres,index,17,8,1719165509743,1719165511379,1636,0,5988598.505044,,,
1760,postgres,index,17,9,1719165515076,1719165516737,1661,0,5840256.866993,,,
1865,postgres,index,18,1,1719165628925,1719165631105,2180,72743.189369,8695829.918251,,,
1911,postgres,index,18,10,1719165680019,1719165682194,2175,0,10999754.782658,,,
1917,postgres,index,18,11,1719165686344,1719165688870,2526,811.241722,6682234.717645,,,
1923,postgres,index,18,12,1719165692667,1719165695192,2525,0,8316359.153178,,,
1929,postgres,index,18,13,1719165698981,1719165701110,2129,0,8792664.877729,,,
1933,postgres,index,18,14,1719165703695,1719165706220,2525,0,6637008.282691,,,
1939,postgres,index,18,15,1719165710021,1719165712166,2145,503.84106,8833922.511552,,,
1944,postgres,index,18,16,1719165716344,1719165718492,2148,0,7136650.347753,,,
1950,postgres,index,18,17,1719165722680,1719165724815,2135,0,7147807.34554,,,
1954,postgres,index,18,18,1719165729010,1719165731606,2596,0,6622072.824522,,,
1959,postgres,index,18,19,1719165735333,1719165737852,2519,0,8419883.899017,,,
1870,postgres,index,18,2,1719165633650,1719165635799,2149,501.259136,7278769.531576,,,
1963,postgres,index,18,20,1719165741657,1719165743797,2140,654.554817,8803764.547676,,,
1968,postgres,index,18,21,1719165747976,1719165750548,2572,0,6584117.431502,,,
1971,postgres,index,18,22,1719165754300,1719165756423,2123,0,8820156.356817,,,
1976,postgres,index,18,23,1719165760634,1719165763197,2563,0,6591765.503678,,,
1980,postgres,index,18,24,1719165766960,1719165769555,2595,114630.674239,8248581.798311,,,
1985,postgres,index,18,25,1719165773276,1719165775864,2588,0,8419803.197555,,,
1990,postgres,index,18,26,1719165779590,1719165781708,2118,0,8939364.430286,,,
1994,postgres,index,18,27,1719165785904,1719165788478,2574,0,6616049.401163,,,
1999,postgres,index,18,28,1719165792243,1719165794380,2137,0,8816002.54214,,,
2002,postgres,index,18,29,1719165798566,1719165800685,2119,0,7201126.030392,,,
1875,postgres,index,18,3,1719165638363,1719165640499,2136,515.15894,7079583.386383,,,
2007,postgres,index,18,30,1719165804908,1719165807480,2572,0,6546117.372977,,,
1880,postgres,index,18,4,1719165644681,1719165646814,2133,0,7175547.65548,,,
1885,postgres,index,18,5,1719165651003,1719165653590,2587,0,6544555.124032,,,
1890,postgres,index,18,6,1719165655721,1719165658321,2600,0,8241380.974745,,,
1896,postgres,index,18,7,1719165662046,1719165664564,2518,0,8450082.082026,,,
1902,postgres,index,18,8,1719165668374,1719165670899,2525,0,8268824.730209,,,
1906,postgres,index,18,9,1719165674706,1719165676699,1993,587.509934,4643133.682196,,,
2009,postgres,index,19,1,1719165811242,1719165811283,41,0,2022998.89275,,,
2038,postgres,index,19,10,1719165848490,1719165848519,29,0,11665.01,,,
2041,postgres,index,19,11,1719165852809,1719165852838,29,0,7715.149502,,,
2044,postgres,index,19,12,1719165857127,1719165857155,28,1256.996678,7685.562914,,,
2047,postgres,index,19,13,1719165861450,1719165861479,29,0,7742.668896,,,
2050,postgres,index,19,14,1719165865762,1719165865791,29,213802.20598,11472.348837,,,
2053,postgres,index,19,15,1719165870083,1719165870111,28,0,7533.753333,,,
2056,postgres,index,19,16,1719165874405,1719165874434,29,0,7947.483444,,,
2059,postgres,index,19,17,1719165878723,1719165878752,29,0,8811.42,,,
2063,postgres,index,19,18,1719165883038,1719165883067,29,0,11635.72,,,
2064,postgres,index,19,19,1719165885735,1719165885764,29,523.850993,11531.362126,,,
2014,postgres,index,19,2,1719165815554,1719165815590,36,0,16480.056478,,,
2067,postgres,index,19,20,1719165890056,1719165890085,29,0,7709.475083,,,
2071,postgres,index,19,21,1719165894387,1719165894416,29,0,11636.591362,,,
2073,postgres,index,19,22,1719165897088,1719165897116,28,0,11094.824503,,,
2076,postgres,index,19,23,1719165901411,1719165901439,28,0,7751.033333,,,
2079,postgres,index,19,24,1719165905728,1719165905756,28,0,7718.607261,,,
2082,postgres,index,19,25,1719165910041,1719165910070,29,0,7752.666667,,,
2085,postgres,index,19,26,1719165914357,1719165914385,28,0,7863.753333,,,
2089,postgres,index,19,27,1719165918686,1719165918715,29,0,7630.993377,,,
2091,postgres,index,19,28,1719165921398,1719165921427,29,761.523179,11507.023256,,,
2094,postgres,index,19,29,1719165925717,1719165925746,29,784.126246,11477.02,,,
2017,postgres,index,19,3,1719165819879,1719165819908,29,0,15557.21,,,
2096,postgres,index,19,30,1719165930045,1719165930074,29,0,11361.637874,,,
2020,postgres,index,19,4,1719165824202,1719165824231,29,0,8304.026756,,,
2023,postgres,index,19,5,1719165828516,1719165828544,28,0,11670.51,,,
2026,postgres,index,19,6,1719165832833,1719165832862,29,0,11570.41,,,
2029,postgres,index,19,7,1719165837147,1719165837176,29,0,7822.624585,,,
2032,postgres,index,19,8,1719165839858,1719165839887,29,0,7751.242525,,,
2035,postgres,index,19,9,1719165844173,1719165844202,29,0,13040.267559,,,
308,postgres,index,2,1,1719163619510,1719163619765,255,0,1958601.221514,,,
327,postgres,index,2,10,1719163658443,1719163658663,220,587.23588,345713.83,,,
328,postgres,index,2,11,1719163661154,1719163661376,222,1157.435216,337908.06,,,
330,postgres,index,2,12,1719163665478,1719163665700,222,926.344482,346082.219269,,,
333,postgres,index,2,13,1719163669805,1719163670025,220,1307.264862,348942.364238,,,
335,postgres,index,2,14,1719163672510,1719163672732,222,0,342964.186047,,,
337,postgres,index,2,15,1719163676829,1719163677055,226,616.435216,352266.713333,,,
339,postgres,index,2,16,1719163681150,1719163681375,225,0,336451.15,,,
341,postgres,index,2,17,1719163685466,1719163685691,225,0,350209.549669,,,
343,postgres,index,2,18,1719163689788,1719163690008,220,0,351930.637874,,,
346,postgres,index,2,19,1719163694115,1719163694339,224,0,354281.641196,,,
310,postgres,index,2,2,1719163623827,1719163624054,227,1202.451827,460565.863787,,,
348,postgres,index,2,20,1719163698443,1719163698665,222,0,340754.761589,,,
350,postgres,index,2,21,1719163702764,1719163702985,221,640.460265,357955.62,,,
352,postgres,index,2,22,1719163707115,1719163707336,221,0,357622.936877,,,
354,postgres,index,2,23,1719163711473,1719163711702,229,0,357163.377926,,,
356,postgres,index,2,24,1719163715790,1719163716012,222,7245.238189,364187.119601,,,
358,postgres,index,2,25,1719163720115,1719163720335,220,0,352427.9,,,
360,postgres,index,2,26,1719163724434,1719163724656,222,0,342334.3,,,
362,postgres,index,2,27,1719163728759,1719163728980,221,0,345303.7,,,
364,postgres,index,2,28,1719163733079,1719163733301,222,0,340890.27,,,
366,postgres,index,2,29,1719163737400,1719163737624,224,0,350882.060403,,,
312,postgres,index,2,3,1719163628142,1719163628368,226,691.458472,369320.180602,,,
368,postgres,index,2,30,1719163741726,1719163741947,221,0,353251.149502,,,
314,postgres,index,2,4,1719163632476,1719163632725,249,1801.853821,352361.470199,,,
316,postgres,index,2,5,1719163636800,1719163637024,224,6300.44,384625.116279,,,
318,postgres,index,2,6,1719163641156,1719163641382,226,0,356299.533333,,,
320,postgres,index,2,7,1719163645477,1719163645700,223,0,353947.036545,,,
322,postgres,index,2,8,1719163649807,1719163650030,223,1859.94,371195.366667,,,
324,postgres,index,2,9,1719163654124,1719163654345,221,1328.172757,364933.58,,,
2101,postgres,index,20,1,1719165934362,1719165935752,1390,0,2098402.360708,,,
2132,postgres,index,20,10,1719165980642,1719165982029,1387,0,2872087.949642,,,
2135,postgres,index,20,11,1719165985970,1719165987358,1388,0,2840746.265075,,,
2140,postgres,index,20,12,1719165991294,1719165992679,1385,0,2881916.468085,,,
2144,postgres,index,20,13,1719165996615,1719165998009,1394,0,2862300.925184,,,
2148,postgres,index,20,14,1719166001937,1719166003325,1388,0,2888299.807431,,,
2150,postgres,index,20,15,1719166005658,1719166007048,1390,0,2828840.663898,,,
2155,postgres,index,20,16,1719166010982,1719166012362,1380,0,2930163.115198,,,
2158,postgres,index,20,17,1719166016304,1719166017682,1378,0,2881854.679667,,,
2162,postgres,index,20,18,1719166021626,1719166023009,1383,0,2882089.420952,,,
2166,postgres,index,20,19,1719166026947,1719166028332,1385,0,2842932.262182,,,
2105,postgres,index,20,2,1719165939683,1719165941086,1403,0,2884423.907515,,,
2169,postgres,index,20,20,1719166032276,1719166033666,1390,0,2900084.117976,,,
2172,postgres,index,20,21,1719166035999,1719166037387,1388,0,2902938.488095,,,
2176,postgres,index,20,22,1719166041317,1719166042711,1394,0,2880861.793042,,,
2180,postgres,index,20,23,1719166046640,1719166048022,1382,550.728477,2888182.925238,,,
2183,postgres,index,20,24,1719166051971,1719166053362,1391,0,2882336.23905,,,
2187,postgres,index,20,25,1719166057289,1719166058673,1384,0,2876408.670573,,,
2191,postgres,index,20,26,1719166062614,1719166063997,1383,0,2863850.146733,,,
2194,postgres,index,20,27,1719166066325,1719166067712,1387,0,2798412.513946,,,
2198,postgres,index,20,28,1719166071645,1719166073040,1395,0,2821519.665338,,,
2201,postgres,index,20,29,1719166076959,1719166078352,1393,517.990066,2887914.167986,,,
2108,postgres,index,20,3,1719165945001,1719165946396,1395,0,2877883.906604,,,
2206,postgres,index,20,30,1719166082278,1719166083666,1388,0,2903370.29299,,,
2112,postgres,index,20,4,1719165950328,1719165951727,1399,0,2873084.971683,,,
2116,postgres,index,20,5,1719165955658,1719165957061,1403,0,2897867.284773,,,
2119,postgres,index,20,6,1719165960977,1719165962360,1383,0,2934085.072591,,,
2122,postgres,index,20,7,1719165966293,1719165967688,1395,0,2859573.691893,,,
2125,postgres,index,20,8,1719165971612,1719165972997,1385,0,2928133.550631,,,
2128,postgres,index,20,9,1719165975322,1719165976707,1385,0,2896739.692479,,,
2208,postgres,index,21,1,1719166087601,1719166088076,475,0,743625.252492,,,
2236,postgres,index,21,10,1719166121626,1719166122101,475,1248.18543,1695063.466667,,,
2239,postgres,index,21,11,1719166125967,1719166126441,474,0,1725480.156146,,,
2242,postgres,index,21,12,1719166130294,1719166130765,471,0,1727494.712602,,,
2245,postgres,index,21,13,1719166134620,1719166135091,471,0,1658923.169435,,,
2248,postgres,index,21,14,1719166138940,1719166139410,470,0,1651029.086667,,,
2251,postgres,index,21,15,1719166143249,1719166143717,468,0,1652642.887163,,,
2254,postgres,index,21,16,1719166147572,1719166148043,471,1100.252492,1653257.583929,,,
2257,postgres,index,21,17,1719166151894,1719166152366,472,0,1688622.961382,,,
2259,postgres,index,21,18,1719166156209,1719166156680,471,0,1697109.242425,,,
2262,postgres,index,21,19,1719166160534,1719166161005,471,0,1692034.032669,,,
2211,postgres,index,21,2,1719166090315,1719166090787,472,0,1654293.460572,,,
2264,postgres,index,21,20,1719166164849,1719166165320,471,0,1661330.06769,,,
2266,postgres,index,21,21,1719166167551,1719166168024,473,0,1691887.170266,,,
2270,postgres,index,21,22,1719166171884,1719166172353,469,0,1687535.908099,,,
2273,postgres,index,21,23,1719166176190,1719166176657,467,0,1700584.057101,,,
2275,postgres,index,21,24,1719166178897,1719166179368,471,789.398671,1704106.336737,,,
2277,postgres,index,21,25,1719166183211,1719166183674,463,519.403974,1699463.823333,,,
2281,postgres,index,21,26,1719166187531,1719166187995,464,0,1703151.776231,,,
2283,postgres,index,21,27,1719166191848,1719166192318,470,0,1677099.773333,,,
2285,postgres,index,21,28,1719166196164,1719166196635,471,638.440397,1646500.083056,,,
2289,postgres,index,21,29,1719166200491,1719166200966,475,0,1706007.742419,,,
2214,postgres,index,21,3,1719166094642,1719166095116,474,0,1701490.885143,,,
2291,postgres,index,21,30,1719166204810,1719166205279,469,0,1680621.256667,,,
2218,postgres,index,21,4,1719166098955,1719166099426,471,0,1684543.931783,,,
2220,postgres,index,21,5,1719166101660,1719166102131,471,0,1658589.570351,,,
2224,postgres,index,21,6,1719166105973,1719166106444,471,0,1689317.912791,,,
2226,postgres,index,21,7,1719166110286,1719166110761,475,0,1691986.939668,,,
2229,postgres,index,21,8,1719166112996,1719166113467,471,0,1691292.405316,,,
2232,postgres,index,21,9,1719166117311,1719166117783,472,0,1695571.150432,,,
2294,postgres,index,22,1,1719166209127,1719166209183,56,0,1655489.045612,,,
2318,postgres,index,22,10,1719166248022,1719166248072,50,0,36100.166667,,,
2321,postgres,index,22,11,1719166252339,1719166252389,50,0,40544.381271,,,
2324,postgres,index,22,12,1719166256653,1719166256703,50,0,29110.245847,,,
2326,postgres,index,22,13,1719166259376,1719166259425,49,0,28983.707641,,,
2328,postgres,index,22,14,1719166263702,1719166263751,49,0,29219.493333,,,
2331,postgres,index,22,15,1719166268022,1719166268071,49,4352.31311,29264.345515,,,
